============================================================
structok model training
  Size: 410m-llama (1024h 24L 16H 4KV llama)
  Device: cuda:0 (single)
  Tokenizer: /root/standard-64k.json
  Data: /root/data/
  Steps: 40000
  Batch size: 8 per GPU (8 effective)
  Checkpoint every: 5000 steps
============================================================

Tokenizer vocab: 65,536
Creating model from scratch...
Architecture: llama
Parameters: 404,800,512 (404.8M)
  Gradient checkpointing: disabled (faster)
  Mixed precision: fp16
Loading pre-tokenized data from /root/data/tokens.bin...
  1,269,271,190 tokens memory-mapped from binary
  1,269,271,190 tokens -> 619,761 sequences of 2048

Training from step 0 to 40000...

  step     50/40000 | loss 7.8505 | ppl 2567.1 | 1.6 steps/s | eta 420m
  step  14900/40000 | loss 3.4160 | ppl 30.4 | 1.6 steps/s | eta 258m
  step  14950/40000 | loss 3.4694 | ppl 32.1 | 1.6 steps/s | eta 257m
  step  15000/40000 | loss 3.4468 | ppl 31.4 | 1.6 steps/s | eta 257m
  Checkpoint saved: checkpoints/step-15000
  Training log synced to R2 (36.4 KB)
  Background upload started for step-15000
  [bg] Uploading checkpoints/run-003-llama-standard/step-15000/checkpoint.pt (4633 MB)...
  step  15050/40000 | loss 3.5144 | ppl 33.6 | 1.6 steps/s | eta 256m
  step  15100/40000 | loss 3.5619 | ppl 35.2 | 1.6 steps/s | eta 256m
  step  15150/40000 | loss 3.4872 | ppl 32.7 | 1.6 steps/s | eta 255m
  step  15200/40000 | loss 3.3324 | ppl 28.0 | 1.6 steps/s | eta 255m
  step  15250/40000 | loss 3.5625 | ppl 35.3 | 1.6 steps/s | eta 254m
  step  15300/40000 | loss 3.3882 | ppl 29.6 | 1.6 steps/s | eta 254m
  step  15350/40000 | loss 3.4941 | ppl 32.9 | 1.6 steps/s | eta 253m
  step  15400/40000 | loss 3.4210 | ppl 30.6 | 1.6 steps/s | eta 253m
  step  15450/40000 | loss 3.3503 | ppl 28.5 | 1.6 steps/s | eta 252m
  step  15500/40000 | loss 3.4493 | ppl 31.5 | 1.6 steps/s | eta 252m
  step  15550/40000 | loss 3.5900 | ppl 36.2 | 1.6 steps/s | eta 251m
  [bg] R2 upload failed: An error occurred (403) when calling the HeadObject operation: Forbidden (keeping local checkpoints)
  step  15600/40000 | loss 3.3878 | ppl 29.6 | 1.6 steps/s | eta 251m
  step  15650/40000 | loss 3.4298 | ppl 30.9 | 1.6 steps/s | eta 250m
  step  15700/40000 | loss 3.5964 | ppl 36.5 | 1.6 steps/s | eta 250m
  step  15750/40000 | loss 3.2812 | ppl 26.6 | 1.6 steps/s | eta 249m
  step  15800/40000 | loss 3.3804 | ppl 29.4 | 1.6 steps/s | eta 248m
  step  15850/40000 | loss 3.5099 | ppl 33.4 | 1.6 steps/s | eta 248m
  step  15900/40000 | loss 3.3756 | ppl 29.2 | 1.6 steps/s | eta 247m
  step  15950/40000 | loss 3.3300 | ppl 27.9 | 1.6 steps/s | eta 247m
  step  16000/40000 | loss 3.3578 | ppl 28.7 | 1.6 steps/s | eta 246m
  step  16050/40000 | loss 3.1792 | ppl 24.0 | 1.6 steps/s | eta 246m
  step  16100/40000 | loss 3.2143 | ppl 24.9 | 1.6 steps/s | eta 245m
  step  16150/40000 | loss 3.3324 | ppl 28.0 | 1.6 steps/s | eta 245m
  step  16200/40000 | loss 3.3648 | ppl 28.9 | 1.6 steps/s | eta 244m
  step  16250/40000 | loss 3.2032 | ppl 24.6 | 1.6 steps/s | eta 244m
  step  16300/40000 | loss 3.3300 | ppl 27.9 | 1.6 steps/s | eta 243m
  step  16350/40000 | loss 3.3246 | ppl 27.8 | 1.6 steps/s | eta 243m
  step  16400/40000 | loss 3.4884 | ppl 32.7 | 1.6 steps/s | eta 242m
  step  16450/40000 | loss 3.0945 | ppl 22.1 | 1.6 steps/s | eta 242m
  step  16500/40000 | loss 3.2149 | ppl 24.9 | 1.6 steps/s | eta 241m
  step  16550/40000 | loss 3.2254 | ppl 25.2 | 1.6 steps/s | eta 241m
  step  16600/40000 | loss 3.3950 | ppl 29.8 | 1.6 steps/s | eta 240m
  step  16650/40000 | loss 3.4682 | ppl 32.1 | 1.6 steps/s | eta 240m
  step  16700/40000 | loss 3.4398 | ppl 31.2 | 1.6 steps/s | eta 239m
  step  16750/40000 | loss 3.5145 | ppl 33.6 | 1.6 steps/s | eta 239m
  step  16800/40000 | loss 3.2784 | ppl 26.5 | 1.6 steps/s | eta 238m
  step  16850/40000 | loss 3.5058 | ppl 33.3 | 1.6 steps/s | eta 238m
  step  16900/40000 | loss 3.3703 | ppl 29.1 | 1.6 steps/s | eta 237m
  step  16950/40000 | loss 3.3418 | ppl 28.3 | 1.6 steps/s | eta 237m
  step  17000/40000 | loss 3.1595 | ppl 23.6 | 1.6 steps/s | eta 236m
  step  17050/40000 | loss 3.5538 | ppl 34.9 | 1.6 steps/s | eta 236m
  step  17100/40000 | loss 3.3220 | ppl 27.7 | 1.6 steps/s | eta 235m
  step  17150/40000 | loss 3.4218 | ppl 30.6 | 1.6 steps/s | eta 235m
  step  17200/40000 | loss 3.6180 | ppl 37.3 | 1.6 steps/s | eta 234m
  step  17250/40000 | loss 3.2503 | ppl 25.8 | 1.6 steps/s | eta 234m
  step  17300/40000 | loss 3.2053 | ppl 24.7 | 1.6 steps/s | eta 233m
  step  17350/40000 | loss 3.2208 | ppl 25.0 | 1.6 steps/s | eta 233m
  step  17400/40000 | loss 3.4213 | ppl 30.6 | 1.6 steps/s | eta 232m
  step  17450/40000 | loss 3.2984 | ppl 27.1 | 1.6 steps/s | eta 231m
  step  17500/40000 | loss 3.1712 | ppl 23.8 | 1.6 steps/s | eta 231m
  step  17550/40000 | loss 3.2473 | ppl 25.7 | 1.6 steps/s | eta 230m
  step  17600/40000 | loss 3.1603 | ppl 23.6 | 1.6 steps/s | eta 230m
  step  17650/40000 | loss 3.4964 | ppl 33.0 | 1.6 steps/s | eta 229m
  step  17700/40000 | loss 3.2617 | ppl 26.1 | 1.6 steps/s | eta 229m
  step  17750/40000 | loss 3.2643 | ppl 26.2 | 1.6 steps/s | eta 228m
  step  17800/40000 | loss 3.2215 | ppl 25.1 | 1.6 steps/s | eta 228m
  step  17850/40000 | loss 3.3631 | ppl 28.9 | 1.6 steps/s | eta 227m
  step  17900/40000 | loss 3.3699 | ppl 29.1 | 1.6 steps/s | eta 227m
  step  17950/40000 | loss 3.4998 | ppl 33.1 | 1.6 steps/s | eta 226m
  step  18000/40000 | loss 3.2165 | ppl 24.9 | 1.6 steps/s | eta 226m
  step  18050/40000 | loss 3.4584 | ppl 31.8 | 1.6 steps/s | eta 225m
  step  18100/40000 | loss 3.2431 | ppl 25.6 | 1.6 steps/s | eta 225m
  step  18150/40000 | loss 3.2080 | ppl 24.7 | 1.6 steps/s | eta 224m
  step  18200/40000 | loss 3.1334 | ppl 23.0 | 1.6 steps/s | eta 224m
  step  18250/40000 | loss 3.1128 | ppl 22.5 | 1.6 steps/s | eta 223m
  step  18300/40000 | loss 3.2781 | ppl 26.5 | 1.6 steps/s | eta 223m
  step  18350/40000 | loss 3.3412 | ppl 28.3 | 1.6 steps/s | eta 222m
  step  18400/40000 | loss 3.4722 | ppl 32.2 | 1.6 steps/s | eta 222m
  step  18450/40000 | loss 3.4621 | ppl 31.9 | 1.6 steps/s | eta 221m
  step  18500/40000 | loss 3.1912 | ppl 24.3 | 1.6 steps/s | eta 221m
  step  18550/40000 | loss 3.3789 | ppl 29.3 | 1.6 steps/s | eta 220m
  step  18600/40000 | loss 3.2662 | ppl 26.2 | 1.6 steps/s | eta 220m
  step  18650/40000 | loss 3.1918 | ppl 24.3 | 1.6 steps/s | eta 219m
  step  18700/40000 | loss 3.3345 | ppl 28.1 | 1.6 steps/s | eta 219m
  step  18750/40000 | loss 3.3692 | ppl 29.1 | 1.6 steps/s | eta 218m
  step  18800/40000 | loss 3.2865 | ppl 26.7 | 1.6 steps/s | eta 218m
  step  18850/40000 | loss 3.2895 | ppl 26.8 | 1.6 steps/s | eta 217m
  step  18900/40000 | loss 3.2383 | ppl 25.5 | 1.6 steps/s | eta 217m
  step  18950/40000 | loss 3.2848 | ppl 26.7 | 1.6 steps/s | eta 216m
  step  19000/40000 | loss 3.2793 | ppl 26.6 | 1.6 steps/s | eta 216m
  step  19050/40000 | loss 3.3097 | ppl 27.4 | 1.6 steps/s | eta 215m
  step  19100/40000 | loss 3.4644 | ppl 32.0 | 1.6 steps/s | eta 215m
  step  19150/40000 | loss 3.4216 | ppl 30.6 | 1.6 steps/s | eta 214m
  step  19200/40000 | loss 3.2126 | ppl 24.8 | 1.6 steps/s | eta 213m
  step  19250/40000 | loss 3.0673 | ppl 21.5 | 1.6 steps/s | eta 213m
  step  19300/40000 | loss 2.9726 | ppl 19.5 | 1.6 steps/s | eta 212m
  step  19350/40000 | loss 3.4799 | ppl 32.5 | 1.6 steps/s | eta 212m
  step  19400/40000 | loss 3.1680 | ppl 23.8 | 1.6 steps/s | eta 211m
  step  19450/40000 | loss 3.2991 | ppl 27.1 | 1.6 steps/s | eta 211m
  step  19500/40000 | loss 3.3707 | ppl 29.1 | 1.6 steps/s | eta 210m
  step  19550/40000 | loss 3.4130 | ppl 30.4 | 1.6 steps/s | eta 210m
  step  19600/40000 | loss 3.2001 | ppl 24.5 | 1.6 steps/s | eta 209m
  step  19650/40000 | loss 3.1823 | ppl 24.1 | 1.6 steps/s | eta 209m
  step  19700/40000 | loss 3.4168 | ppl 30.5 | 1.6 steps/s | eta 208m
  step  19750/40000 | loss 3.1943 | ppl 24.4 | 1.6 steps/s | eta 208m
  step  19800/40000 | loss 3.4319 | ppl 30.9 | 1.6 steps/s | eta 207m
  step  19850/40000 | loss 3.3853 | ppl 29.5 | 1.6 steps/s | eta 207m
  step  19900/40000 | loss 3.3927 | ppl 29.7 | 1.6 steps/s | eta 206m
  step  19950/40000 | loss 3.2542 | ppl 25.9 | 1.6 steps/s | eta 206m
  step  20000/40000 | loss 3.2656 | ppl 26.2 | 1.6 steps/s | eta 205m
  Checkpoint saved: checkpoints/step-20000
  Training log synced to R2 (48.7 KB)
  Background upload started for step-20000
  [bg] Uploading checkpoints/run-003-llama-standard/step-20000/checkpoint.pt (4633 MB)...
  step  20050/40000 | loss 3.1942 | ppl 24.4 | 1.6 steps/s | eta 205m
  step  20100/40000 | loss 3.2172 | ppl 25.0 | 1.6 steps/s | eta 204m
  step  20150/40000 | loss 3.3386 | ppl 28.2 | 1.6 steps/s | eta 204m
  step  20200/40000 | loss 3.3687 | ppl 29.0 | 1.6 steps/s | eta 203m
  step  20250/40000 | loss 3.3346 | ppl 28.1 | 1.6 steps/s | eta 203m
  step  20300/40000 | loss 3.1642 | ppl 23.7 | 1.6 steps/s | eta 202m
  step  20350/40000 | loss 3.3543 | ppl 28.6 | 1.6 steps/s | eta 202m
  step  20400/40000 | loss 3.1311 | ppl 22.9 | 1.6 steps/s | eta 201m
  step  20450/40000 | loss 3.4630 | ppl 31.9 | 1.6 steps/s | eta 201m
  step  20500/40000 | loss 3.3135 | ppl 27.5 | 1.6 steps/s | eta 200m
  step  20550/40000 | loss 3.4318 | ppl 30.9 | 1.6 steps/s | eta 200m
  step  20600/40000 | loss 3.0924 | ppl 22.0 | 1.6 steps/s | eta 199m
  step  20650/40000 | loss 3.1993 | ppl 24.5 | 1.6 steps/s | eta 199m
  step  20700/40000 | loss 3.4721 | ppl 32.2 | 1.6 steps/s | eta 198m
  step  20750/40000 | loss 3.2287 | ppl 25.2 | 1.6 steps/s | eta 198m
  step  20800/40000 | loss 3.4216 | ppl 30.6 | 1.6 steps/s | eta 197m
  step  20850/40000 | loss 3.4151 | ppl 30.4 | 1.6 steps/s | eta 197m
  step  20900/40000 | loss 3.1450 | ppl 23.2 | 1.6 steps/s | eta 196m
  step  20950/40000 | loss 3.1927 | ppl 24.4 | 1.6 steps/s | eta 196m
  [bg] Checkpoint checkpoints/run-003-llama-standard/step-20000 synced to R2
  [bg] Deleted old local checkpoint: step-10000
  [bg] Deleted old local checkpoint: step-15000
  [bg] Deleted old local checkpoint: step-5000
  step  21000/40000 | loss 3.2428 | ppl 25.6 | 1.6 steps/s | eta 195m
  step  21050/40000 | loss 3.3343 | ppl 28.1 | 1.6 steps/s | eta 195m
  step  21100/40000 | loss 3.1401 | ppl 23.1 | 1.6 steps/s | eta 194m
  step  21150/40000 | loss 3.2022 | ppl 24.6 | 1.6 steps/s | eta 194m
  step  21200/40000 | loss 3.2766 | ppl 26.5 | 1.6 steps/s | eta 193m
  step  21250/40000 | loss 3.1466 | ppl 23.3 | 1.6 steps/s | eta 193m
  step  21300/40000 | loss 3.1839 | ppl 24.1 | 1.6 steps/s | eta 192m
  step  21350/40000 | loss 3.1568 | ppl 23.5 | 1.6 steps/s | eta 192m
  step  21400/40000 | loss 3.2989 | ppl 27.1 | 1.6 steps/s | eta 191m
  step  21450/40000 | loss 3.2379 | ppl 25.5 | 1.6 steps/s | eta 190m
  step  21500/40000 | loss 3.2204 | ppl 25.0 | 1.6 steps/s | eta 190m
  step  21550/40000 | loss 3.2964 | ppl 27.0 | 1.6 steps/s | eta 189m
  step  21600/40000 | loss 3.2940 | ppl 27.0 | 1.6 steps/s | eta 189m
  step  21650/40000 | loss 3.2192 | ppl 25.0 | 1.6 steps/s | eta 188m
  step  21700/40000 | loss 3.2139 | ppl 24.9 | 1.6 steps/s | eta 188m
  step  21750/40000 | loss 3.1864 | ppl 24.2 | 1.6 steps/s | eta 187m
  step  21800/40000 | loss 3.4325 | ppl 31.0 | 1.6 steps/s | eta 187m
  step  21850/40000 | loss 3.0772 | ppl 21.7 | 1.6 steps/s | eta 186m
  step  21900/40000 | loss 3.3595 | ppl 28.8 | 1.6 steps/s | eta 186m
  step  21950/40000 | loss 3.0650 | ppl 21.4 | 1.6 steps/s | eta 185m
  step  22000/40000 | loss 3.2850 | ppl 26.7 | 1.6 steps/s | eta 185m
  step  22050/40000 | loss 3.3319 | ppl 28.0 | 1.6 steps/s | eta 184m
  step  22100/40000 | loss 3.0296 | ppl 20.7 | 1.6 steps/s | eta 184m
  step  22150/40000 | loss 3.3288 | ppl 27.9 | 1.6 steps/s | eta 183m
  step  22200/40000 | loss 3.3056 | ppl 27.3 | 1.6 steps/s | eta 183m
  step  22250/40000 | loss 3.1335 | ppl 23.0 | 1.6 steps/s | eta 182m
  step  22300/40000 | loss 3.3793 | ppl 29.3 | 1.6 steps/s | eta 182m
  step  22350/40000 | loss 3.2832 | ppl 26.7 | 1.6 steps/s | eta 181m
  step  22400/40000 | loss 3.4714 | ppl 32.2 | 1.6 steps/s | eta 181m
  step  22450/40000 | loss 3.1932 | ppl 24.4 | 1.6 steps/s | eta 180m
  step  22500/40000 | loss 3.2955 | ppl 27.0 | 1.6 steps/s | eta 180m
  step  22550/40000 | loss 3.3350 | ppl 28.1 | 1.6 steps/s | eta 179m
  step  22600/40000 | loss 3.2189 | ppl 25.0 | 1.6 steps/s | eta 179m
  step  22650/40000 | loss 3.2882 | ppl 26.8 | 1.6 steps/s | eta 178m
  step  22700/40000 | loss 3.2715 | ppl 26.4 | 1.6 steps/s | eta 178m
  step  22750/40000 | loss 3.2668 | ppl 26.2 | 1.6 steps/s | eta 177m
  step  22800/40000 | loss 3.3058 | ppl 27.3 | 1.6 steps/s | eta 177m
  step  22850/40000 | loss 3.3320 | ppl 28.0 | 1.6 steps/s | eta 176m
  step  22900/40000 | loss 3.2755 | ppl 26.5 | 1.6 steps/s | eta 176m
  step  22950/40000 | loss 3.3326 | ppl 28.0 | 1.6 steps/s | eta 175m
  step  23000/40000 | loss 3.3879 | ppl 29.6 | 1.6 steps/s | eta 175m
  step  23050/40000 | loss 3.4262 | ppl 30.8 | 1.6 steps/s | eta 174m
  step  23100/40000 | loss 3.2008 | ppl 24.6 | 1.6 steps/s | eta 174m
  step  23150/40000 | loss 3.1425 | ppl 23.2 | 1.6 steps/s | eta 173m
  step  23200/40000 | loss 3.0583 | ppl 21.3 | 1.6 steps/s | eta 173m
  step  23250/40000 | loss 3.0989 | ppl 22.2 | 1.6 steps/s | eta 172m
  step  23300/40000 | loss 3.3323 | ppl 28.0 | 1.6 steps/s | eta 171m
  step  23350/40000 | loss 3.2721 | ppl 26.4 | 1.6 steps/s | eta 171m
  step  23400/40000 | loss 3.2181 | ppl 25.0 | 1.6 steps/s | eta 170m
  step  23450/40000 | loss 3.0171 | ppl 20.4 | 1.6 steps/s | eta 170m
  step  23500/40000 | loss 3.0038 | ppl 20.2 | 1.6 steps/s | eta 169m
  step  23550/40000 | loss 3.3319 | ppl 28.0 | 1.6 steps/s | eta 169m
  step  23600/40000 | loss 3.5608 | ppl 35.2 | 1.6 steps/s | eta 168m
  step  23650/40000 | loss 3.2418 | ppl 25.6 | 1.6 steps/s | eta 168m
  step  23700/40000 | loss 3.4490 | ppl 31.5 | 1.6 steps/s | eta 167m
  step  23750/40000 | loss 3.3262 | ppl 27.8 | 1.6 steps/s | eta 167m
  step  23800/40000 | loss 3.2438 | ppl 25.6 | 1.6 steps/s | eta 166m
  step  23850/40000 | loss 3.2700 | ppl 26.3 | 1.6 steps/s | eta 166m
  step  23900/40000 | loss 3.0791 | ppl 21.7 | 1.6 steps/s | eta 165m
  step  23950/40000 | loss 3.3184 | ppl 27.6 | 1.6 steps/s | eta 165m
  step  24000/40000 | loss 3.0098 | ppl 20.3 | 1.6 steps/s | eta 164m
  step  24050/40000 | loss 3.2732 | ppl 26.4 | 1.6 steps/s | eta 164m
  step  24100/40000 | loss 3.2192 | ppl 25.0 | 1.6 steps/s | eta 163m
  step  24150/40000 | loss 3.1731 | ppl 23.9 | 1.6 steps/s | eta 163m
  step  24200/40000 | loss 3.3081 | ppl 27.3 | 1.6 steps/s | eta 162m
  step  24250/40000 | loss 3.1766 | ppl 24.0 | 1.6 steps/s | eta 162m
  step  24300/40000 | loss 3.3259 | ppl 27.8 | 1.6 steps/s | eta 161m
  step  24350/40000 | loss 3.2128 | ppl 24.8 | 1.6 steps/s | eta 161m
  step  24400/40000 | loss 3.2776 | ppl 26.5 | 1.6 steps/s | eta 160m
  step  24450/40000 | loss 3.4295 | ppl 30.9 | 1.6 steps/s | eta 160m
  step  24500/40000 | loss 3.3559 | ppl 28.7 | 1.6 steps/s | eta 159m
  step  24550/40000 | loss 3.3071 | ppl 27.3 | 1.6 steps/s | eta 159m
  step  24600/40000 | loss 3.2930 | ppl 26.9 | 1.6 steps/s | eta 158m
  step  24650/40000 | loss 3.3267 | ppl 27.8 | 1.6 steps/s | eta 158m
  step  24700/40000 | loss 2.9995 | ppl 20.1 | 1.6 steps/s | eta 157m
  step  24750/40000 | loss 3.2724 | ppl 26.4 | 1.6 steps/s | eta 157m
  step  24800/40000 | loss 3.2809 | ppl 26.6 | 1.6 steps/s | eta 156m
  step  24850/40000 | loss 3.1248 | ppl 22.8 | 1.6 steps/s | eta 156m
  step  24900/40000 | loss 3.1915 | ppl 24.3 | 1.6 steps/s | eta 155m
  step  24950/40000 | loss 3.2041 | ppl 24.6 | 1.6 steps/s | eta 155m
  step  25000/40000 | loss 3.0598 | ppl 21.3 | 1.6 steps/s | eta 154m
  Checkpoint saved: checkpoints/step-25000
  Training log synced to R2 (61.0 KB)
  Background upload started for step-25000
  [bg] Uploading checkpoints/run-003-llama-standard/step-25000/checkpoint.pt (4633 MB)...
  step  25050/40000 | loss 3.2346 | ppl 25.4 | 1.6 steps/s | eta 154m
  step  25100/40000 | loss 3.2359 | ppl 25.4 | 1.6 steps/s | eta 153m
  step  25150/40000 | loss 3.2540 | ppl 25.9 | 1.6 steps/s | eta 153m
  step  25200/40000 | loss 3.2883 | ppl 26.8 | 1.6 steps/s | eta 152m
  step  25250/40000 | loss 3.3260 | ppl 27.8 | 1.6 steps/s | eta 152m
  step  25300/40000 | loss 3.1967 | ppl 24.5 | 1.6 steps/s | eta 151m
  step  25350/40000 | loss 3.3465 | ppl 28.4 | 1.6 steps/s | eta 150m
  step  25400/40000 | loss 3.2141 | ppl 24.9 | 1.6 steps/s | eta 150m
  step  25450/40000 | loss 3.0610 | ppl 21.3 | 1.6 steps/s | eta 149m
  step  25500/40000 | loss 3.3671 | ppl 29.0 | 1.6 steps/s | eta 149m
  [bg] Checkpoint checkpoints/run-003-llama-standard/step-25000 synced to R2
  [bg] Deleted old local checkpoint: step-20000
  step  25550/40000 | loss 3.2756 | ppl 26.5 | 1.6 steps/s | eta 148m
  step  25600/40000 | loss 3.1109 | ppl 22.4 | 1.6 steps/s | eta 148m
  step  25650/40000 | loss 3.2819 | ppl 26.6 | 1.6 steps/s | eta 147m
  step  25700/40000 | loss 3.1382 | ppl 23.1 | 1.6 steps/s | eta 147m
  step  25750/40000 | loss 2.9899 | ppl 19.9 | 1.6 steps/s | eta 146m
  step  25800/40000 | loss 3.0991 | ppl 22.2 | 1.6 steps/s | eta 146m
  step  25850/40000 | loss 3.2551 | ppl 25.9 | 1.6 steps/s | eta 145m
  step  25900/40000 | loss 3.1244 | ppl 22.7 | 1.6 steps/s | eta 145m
  step  25950/40000 | loss 3.1570 | ppl 23.5 | 1.6 steps/s | eta 144m
  step  26000/40000 | loss 3.3087 | ppl 27.3 | 1.6 steps/s | eta 144m
  step  26050/40000 | loss 3.2537 | ppl 25.9 | 1.6 steps/s | eta 143m
  step  26100/40000 | loss 3.2038 | ppl 24.6 | 1.6 steps/s | eta 143m
  step  26150/40000 | loss 3.2185 | ppl 25.0 | 1.6 steps/s | eta 142m
  step  26200/40000 | loss 3.0675 | ppl 21.5 | 1.6 steps/s | eta 142m
  step  26250/40000 | loss 3.1519 | ppl 23.4 | 1.6 steps/s | eta 141m
  step  26300/40000 | loss 3.0659 | ppl 21.5 | 1.6 steps/s | eta 141m
  step  26350/40000 | loss 3.1660 | ppl 23.7 | 1.6 steps/s | eta 140m
  step  26400/40000 | loss 3.1924 | ppl 24.3 | 1.6 steps/s | eta 140m
  step  26450/40000 | loss 3.3464 | ppl 28.4 | 1.6 steps/s | eta 139m
  step  26500/40000 | loss 3.1449 | ppl 23.2 | 1.6 steps/s | eta 139m
  step  26550/40000 | loss 3.3842 | ppl 29.5 | 1.6 steps/s | eta 138m
  step  26600/40000 | loss 3.2373 | ppl 25.5 | 1.6 steps/s | eta 138m
  step  26650/40000 | loss 3.2564 | ppl 26.0 | 1.6 steps/s | eta 137m
  step  26700/40000 | loss 3.1625 | ppl 23.6 | 1.6 steps/s | eta 137m
  step  26750/40000 | loss 3.1037 | ppl 22.3 | 1.6 steps/s | eta 136m
  step  26800/40000 | loss 3.1643 | ppl 23.7 | 1.6 steps/s | eta 136m
  step  26850/40000 | loss 3.2105 | ppl 24.8 | 1.6 steps/s | eta 135m
  step  26900/40000 | loss 3.1667 | ppl 23.7 | 1.6 steps/s | eta 135m
  step  26950/40000 | loss 3.0330 | ppl 20.8 | 1.6 steps/s | eta 134m
  step  27000/40000 | loss 3.2785 | ppl 26.5 | 1.6 steps/s | eta 134m
  step  27050/40000 | loss 3.0532 | ppl 21.2 | 1.6 steps/s | eta 133m
  step  27100/40000 | loss 3.3956 | ppl 29.8 | 1.6 steps/s | eta 133m
  step  27150/40000 | loss 3.1848 | ppl 24.2 | 1.6 steps/s | eta 132m
  step  27200/40000 | loss 3.1269 | ppl 22.8 | 1.6 steps/s | eta 131m
  step  27250/40000 | loss 3.1415 | ppl 23.1 | 1.6 steps/s | eta 131m
  step  27300/40000 | loss 3.3412 | ppl 28.3 | 1.6 steps/s | eta 130m
  step  27350/40000 | loss 3.2633 | ppl 26.1 | 1.6 steps/s | eta 130m
  step  27400/40000 | loss 3.2046 | ppl 24.6 | 1.6 steps/s | eta 129m
  step  27450/40000 | loss 3.2062 | ppl 24.7 | 1.6 steps/s | eta 129m
  step  27500/40000 | loss 3.2972 | ppl 27.0 | 1.6 steps/s | eta 128m
  step  27550/40000 | loss 3.3441 | ppl 28.3 | 1.6 steps/s | eta 128m
  step  27600/40000 | loss 3.0776 | ppl 21.7 | 1.6 steps/s | eta 127m
  step  27650/40000 | loss 3.0821 | ppl 21.8 | 1.6 steps/s | eta 127m
  step  27700/40000 | loss 3.2875 | ppl 26.8 | 1.6 steps/s | eta 126m
  step  27750/40000 | loss 3.0947 | ppl 22.1 | 1.6 steps/s | eta 126m
  step  27800/40000 | loss 3.1737 | ppl 23.9 | 1.6 steps/s | eta 125m
  step  27850/40000 | loss 3.1851 | ppl 24.2 | 1.6 steps/s | eta 125m
  step  27900/40000 | loss 3.2683 | ppl 26.3 | 1.6 steps/s | eta 124m
  step  27950/40000 | loss 2.9786 | ppl 19.7 | 1.6 steps/s | eta 124m
  step  28000/40000 | loss 3.2524 | ppl 25.9 | 1.6 steps/s | eta 123m
  step  28050/40000 | loss 3.3653 | ppl 28.9 | 1.6 steps/s | eta 123m
  step  28100/40000 | loss 3.2727 | ppl 26.4 | 1.6 steps/s | eta 122m
  step  28150/40000 | loss 3.2015 | ppl 24.6 | 1.6 steps/s | eta 122m
  step  28200/40000 | loss 3.2974 | ppl 27.0 | 1.6 steps/s | eta 121m
  step  28250/40000 | loss 3.0669 | ppl 21.5 | 1.6 steps/s | eta 121m
  step  28300/40000 | loss 3.2070 | ppl 24.7 | 1.6 steps/s | eta 120m
  step  28350/40000 | loss 3.2285 | ppl 25.2 | 1.6 steps/s | eta 120m
  step  28400/40000 | loss 3.2864 | ppl 26.7 | 1.6 steps/s | eta 119m
  step  28450/40000 | loss 3.2748 | ppl 26.4 | 1.6 steps/s | eta 119m
  step  28500/40000 | loss 3.2557 | ppl 25.9 | 1.6 steps/s | eta 118m
  step  28550/40000 | loss 3.0480 | ppl 21.1 | 1.6 steps/s | eta 118m
  step  28600/40000 | loss 3.1534 | ppl 23.4 | 1.6 steps/s | eta 117m
  step  28650/40000 | loss 3.0512 | ppl 21.1 | 1.6 steps/s | eta 117m
  step  28700/40000 | loss 3.2708 | ppl 26.3 | 1.6 steps/s | eta 116m
  step  28750/40000 | loss 3.1693 | ppl 23.8 | 1.6 steps/s | eta 116m
  step  28800/40000 | loss 3.3085 | ppl 27.3 | 1.6 steps/s | eta 115m
  step  28850/40000 | loss 3.2386 | ppl 25.5 | 1.6 steps/s | eta 115m
  step  28900/40000 | loss 3.1409 | ppl 23.1 | 1.6 steps/s | eta 114m
  step  28950/40000 | loss 3.3574 | ppl 28.7 | 1.6 steps/s | eta 113m
  step  29000/40000 | loss 3.1805 | ppl 24.1 | 1.6 steps/s | eta 113m
  step  29050/40000 | loss 3.1502 | ppl 23.3 | 1.6 steps/s | eta 112m
  step  29100/40000 | loss 3.3150 | ppl 27.5 | 1.6 steps/s | eta 112m
  step  29150/40000 | loss 3.2734 | ppl 26.4 | 1.6 steps/s | eta 111m
  step  29200/40000 | loss 3.0110 | ppl 20.3 | 1.6 steps/s | eta 111m
  step  29250/40000 | loss 3.0867 | ppl 21.9 | 1.6 steps/s | eta 110m
  step  29300/40000 | loss 3.1482 | ppl 23.3 | 1.6 steps/s | eta 110m
  step  29350/40000 | loss 3.2145 | ppl 24.9 | 1.6 steps/s | eta 109m
  step  29400/40000 | loss 3.3961 | ppl 29.8 | 1.6 steps/s | eta 109m
  step  29450/40000 | loss 3.2930 | ppl 26.9 | 1.6 steps/s | eta 108m
  step  29500/40000 | loss 3.2224 | ppl 25.1 | 1.6 steps/s | eta 108m
  step  29550/40000 | loss 3.1427 | ppl 23.2 | 1.6 steps/s | eta 107m
  step  29600/40000 | loss 3.0893 | ppl 22.0 | 1.6 steps/s | eta 107m
  step  29650/40000 | loss 3.0137 | ppl 20.4 | 1.6 steps/s | eta 106m
  step  29700/40000 | loss 3.1135 | ppl 22.5 | 1.6 steps/s | eta 106m
  step  29750/40000 | loss 3.4219 | ppl 30.6 | 1.6 steps/s | eta 105m
