============================================================
structok model training
  Size: 410m-llama (1024h 24L 16H 4KV llama)
  Device: cuda:0 (single)
  Tokenizer: /root/structok-64k.json
  Data: /root/data/
  Steps: 20000
  Batch size: 8 per GPU (8 effective)
  Checkpoint every: 5000 steps
============================================================

Tokenizer vocab: 65,539
Creating model from scratch...
Architecture: llama
Parameters: 404,806,656 (404.8M)
  Gradient checkpointing: disabled (faster)
  Mixed precision: fp16
Loading pre-tokenized data from /root/data/tokens.bin...
  1,258,728,671 tokens memory-mapped from binary
  1,258,728,671 tokens -> 614,613 sequences of 2048

Training from step 0 to 20000...

  step     50/20000 | loss 7.6131 | ppl 2024.5 | 1.5 steps/s | eta 216m
  step  15100/20000 | loss 3.6299 | ppl 37.7 | 1.4 steps/s | eta 56m
  step  15150/20000 | loss 3.4159 | ppl 30.4 | 1.4 steps/s | eta 56m
  step  15200/20000 | loss 3.6146 | ppl 37.1 | 1.4 steps/s | eta 55m
  step  15250/20000 | loss 3.7178 | ppl 41.2 | 1.4 steps/s | eta 55m
  step  15300/20000 | loss 3.4338 | ppl 31.0 | 1.4 steps/s | eta 54m
  step  15350/20000 | loss 3.4533 | ppl 31.6 | 1.4 steps/s | eta 54m
  step  15400/20000 | loss 3.4686 | ppl 32.1 | 1.4 steps/s | eta 53m
  step  15450/20000 | loss 3.4842 | ppl 32.6 | 1.4 steps/s | eta 52m
  step  15500/20000 | loss 3.5180 | ppl 33.7 | 1.4 steps/s | eta 52m
  step  15550/20000 | loss 3.6127 | ppl 37.1 | 1.4 steps/s | eta 51m
  step  15600/20000 | loss 3.6769 | ppl 39.5 | 1.4 steps/s | eta 51m
  step  15650/20000 | loss 3.6323 | ppl 37.8 | 1.4 steps/s | eta 50m
  step  15700/20000 | loss 3.6296 | ppl 37.7 | 1.4 steps/s | eta 50m
  step  15750/20000 | loss 3.6868 | ppl 39.9 | 1.4 steps/s | eta 49m
  step  15800/20000 | loss 3.4229 | ppl 30.7 | 1.4 steps/s | eta 48m
  step  15850/20000 | loss 3.6134 | ppl 37.1 | 1.4 steps/s | eta 48m
  step  15900/20000 | loss 3.6704 | ppl 39.3 | 1.4 steps/s | eta 47m
  step  15950/20000 | loss 3.6374 | ppl 38.0 | 1.4 steps/s | eta 47m
  step  16000/20000 | loss 3.5836 | ppl 36.0 | 1.4 steps/s | eta 46m
  step  16050/20000 | loss 3.5085 | ppl 33.4 | 1.4 steps/s | eta 46m
  step  16100/20000 | loss 3.5035 | ppl 33.2 | 1.4 steps/s | eta 45m
  step  16150/20000 | loss 3.7080 | ppl 40.8 | 1.4 steps/s | eta 44m
  step  16200/20000 | loss 3.5877 | ppl 36.1 | 1.4 steps/s | eta 44m
  step  16250/20000 | loss 3.6048 | ppl 36.8 | 1.4 steps/s | eta 43m
  step  16300/20000 | loss 3.6417 | ppl 38.2 | 1.4 steps/s | eta 43m
  step  16350/20000 | loss 3.5276 | ppl 34.0 | 1.4 steps/s | eta 42m
  step  16400/20000 | loss 3.6789 | ppl 39.6 | 1.4 steps/s | eta 41m
  step  16450/20000 | loss 3.4374 | ppl 31.1 | 1.4 steps/s | eta 41m
  step  16500/20000 | loss 3.6734 | ppl 39.4 | 1.4 steps/s | eta 40m
  step  16550/20000 | loss 3.6815 | ppl 39.7 | 1.4 steps/s | eta 40m
  step  16600/20000 | loss 3.4952 | ppl 33.0 | 1.4 steps/s | eta 39m
  step  16650/20000 | loss 3.5949 | ppl 36.4 | 1.4 steps/s | eta 39m
  step  16700/20000 | loss 3.6742 | ppl 39.4 | 1.4 steps/s | eta 38m
  step  16750/20000 | loss 3.5031 | ppl 33.2 | 1.4 steps/s | eta 37m
  step  16800/20000 | loss 3.6497 | ppl 38.5 | 1.4 steps/s | eta 37m
  step  16850/20000 | loss 3.3845 | ppl 29.5 | 1.4 steps/s | eta 36m
  step  16900/20000 | loss 3.5349 | ppl 34.3 | 1.4 steps/s | eta 36m
  step  16950/20000 | loss 3.7471 | ppl 42.4 | 1.4 steps/s | eta 35m
  step  17000/20000 | loss 3.4270 | ppl 30.8 | 1.4 steps/s | eta 35m
  step  17050/20000 | loss 3.5912 | ppl 36.3 | 1.4 steps/s | eta 34m
  step  17100/20000 | loss 3.5980 | ppl 36.5 | 1.4 steps/s | eta 33m
  step  17150/20000 | loss 3.4172 | ppl 30.5 | 1.4 steps/s | eta 33m
  step  17200/20000 | loss 3.5134 | ppl 33.6 | 1.4 steps/s | eta 32m
  step  17250/20000 | loss 3.5481 | ppl 34.7 | 1.4 steps/s | eta 32m
  step  17300/20000 | loss 3.6385 | ppl 38.0 | 1.4 steps/s | eta 31m
  step  17350/20000 | loss 3.4201 | ppl 30.6 | 1.4 steps/s | eta 31m
  step  17400/20000 | loss 3.3719 | ppl 29.1 | 1.4 steps/s | eta 30m
  step  17450/20000 | loss 3.3500 | ppl 28.5 | 1.4 steps/s | eta 29m
  step  17500/20000 | loss 3.6492 | ppl 38.4 | 1.4 steps/s | eta 29m
  step  17550/20000 | loss 3.7174 | ppl 41.2 | 1.4 steps/s | eta 28m
  step  17600/20000 | loss 3.4186 | ppl 30.5 | 1.4 steps/s | eta 28m
  step  17650/20000 | loss 3.4067 | ppl 30.2 | 1.4 steps/s | eta 27m
  step  17700/20000 | loss 3.7122 | ppl 40.9 | 1.4 steps/s | eta 27m
  step  17750/20000 | loss 3.4967 | ppl 33.0 | 1.4 steps/s | eta 26m
  step  17800/20000 | loss 3.2925 | ppl 26.9 | 1.4 steps/s | eta 25m
  step  17850/20000 | loss 3.4332 | ppl 31.0 | 1.4 steps/s | eta 25m
  step  17900/20000 | loss 3.4832 | ppl 32.6 | 1.4 steps/s | eta 24m
  step  17950/20000 | loss 3.7066 | ppl 40.7 | 1.4 steps/s | eta 24m
  step  18000/20000 | loss 3.4744 | ppl 32.3 | 1.4 steps/s | eta 23m
  step  18050/20000 | loss 3.6090 | ppl 36.9 | 1.4 steps/s | eta 22m
  step  18100/20000 | loss 3.4834 | ppl 32.6 | 1.4 steps/s | eta 22m
  step  18150/20000 | loss 3.5866 | ppl 36.1 | 1.4 steps/s | eta 21m
  step  18200/20000 | loss 3.4193 | ppl 30.5 | 1.4 steps/s | eta 21m
  step  18250/20000 | loss 3.4695 | ppl 32.1 | 1.4 steps/s | eta 20m
  step  18300/20000 | loss 3.3571 | ppl 28.7 | 1.4 steps/s | eta 20m
  step  18350/20000 | loss 3.5195 | ppl 33.8 | 1.4 steps/s | eta 19m
  step  18400/20000 | loss 3.4888 | ppl 32.7 | 1.4 steps/s | eta 18m
  step  18450/20000 | loss 3.4087 | ppl 30.2 | 1.4 steps/s | eta 18m
  step  18500/20000 | loss 3.5673 | ppl 35.4 | 1.4 steps/s | eta 17m
  step  18550/20000 | loss 3.3090 | ppl 27.4 | 1.4 steps/s | eta 17m
  step  18600/20000 | loss 3.5564 | ppl 35.0 | 1.4 steps/s | eta 16m
  step  18650/20000 | loss 3.4137 | ppl 30.4 | 1.4 steps/s | eta 16m
  step  18700/20000 | loss 3.5566 | ppl 35.0 | 1.4 steps/s | eta 15m
  step  18750/20000 | loss 3.5564 | ppl 35.0 | 1.4 steps/s | eta 14m
  step  18800/20000 | loss 3.5032 | ppl 33.2 | 1.4 steps/s | eta 14m
  step  18850/20000 | loss 3.4549 | ppl 31.7 | 1.4 steps/s | eta 13m
  step  18900/20000 | loss 3.4111 | ppl 30.3 | 1.4 steps/s | eta 13m
  step  18950/20000 | loss 3.5466 | ppl 34.7 | 1.4 steps/s | eta 12m
  step  19000/20000 | loss 3.4631 | ppl 31.9 | 1.4 steps/s | eta 12m
  step  19050/20000 | loss 3.5094 | ppl 33.4 | 1.4 steps/s | eta 11m
  step  19100/20000 | loss 3.5359 | ppl 34.3 | 1.4 steps/s | eta 10m
  step  19150/20000 | loss 3.4308 | ppl 30.9 | 1.4 steps/s | eta 10m
  step  19200/20000 | loss 3.6498 | ppl 38.5 | 1.4 steps/s | eta 9m
  step  19250/20000 | loss 3.5661 | ppl 35.4 | 1.4 steps/s | eta 9m
  step  19300/20000 | loss 3.5149 | ppl 33.6 | 1.4 steps/s | eta 8m
  step  19350/20000 | loss 3.6947 | ppl 40.2 | 1.4 steps/s | eta 7m
  step  19400/20000 | loss 3.5340 | ppl 34.3 | 1.4 steps/s | eta 7m
  step  19450/20000 | loss 3.3428 | ppl 28.3 | 1.4 steps/s | eta 6m
  step  19500/20000 | loss 3.8446 | ppl 46.7 | 1.4 steps/s | eta 6m
  step  19550/20000 | loss 3.5798 | ppl 35.9 | 1.4 steps/s | eta 5m
  step  19600/20000 | loss 3.3396 | ppl 28.2 | 1.4 steps/s | eta 5m
  step  19650/20000 | loss 3.2759 | ppl 26.5 | 1.4 steps/s | eta 4m
  step  19700/20000 | loss 3.4674 | ppl 32.1 | 1.4 steps/s | eta 3m
  step  19750/20000 | loss 3.5086 | ppl 33.4 | 1.4 steps/s | eta 3m
  step  19800/20000 | loss 3.3147 | ppl 27.5 | 1.4 steps/s | eta 2m
  step  19850/20000 | loss 3.4701 | ppl 32.1 | 1.4 steps/s | eta 2m
  step  19900/20000 | loss 3.5017 | ppl 33.2 | 1.4 steps/s | eta 1m
  step  19950/20000 | loss 3.4557 | ppl 31.7 | 1.4 steps/s | eta 1m
  step  20000/20000 | loss 3.5106 | ppl 33.5 | 1.4 steps/s | eta 0m
  Checkpoint saved: checkpoints/step-20000
  Background upload started for step-20000
  Checkpoint saved: checkpoints/step-20000
  Background upload started for step-20000

Training complete: 20000 steps in 230.5 minutes
Final loss: 4.4189
Checkpoints in: checkpoints/
